Position (mm) 	 Delay (ps) 	 X (V) 	 Y (V) 	 R (V) 	 theta (°)
11.0275	7.3553425e-11	0.000436785	-0.00844771	0.00844961	-96.384
11.0305	7.3573435e-11	-0.00514796	0.00712016	0.00853163	114.06
11.0335	7.359344499999999e-11	0.00796896	0.00258638	0.00852591	9.018
11.0365	7.3613455e-11	0.000593189	-0.0084973	0.00851065	-97.53
11.0395	7.3633465e-11	-0.00833327	0.002306	0.00851828	159.81
11.0425	7.3653475e-11	0.00367357	0.00727656	0.00842291	50.874
11.0455	7.3673485e-11	0.00602916	-0.00628093	0.00854498	-56.394
11.0485	7.3693495e-11	-0.0074406	-0.00376321	0.00847441	-162.864
11.0515	7.3713505e-11	-0.00117303	0.008421	0.00844389	87.27
11.0545	7.373351500000001e-11	0.00823599	-0.00182343	0.00834662	-21.858
11.0575	7.375352499999999e-11	-0.0078049	-0.00305177	0.00849539	-168.09
11.0605	7.377353499999999e-11	-0.00110245	0.00847441	0.00849921	87.732
11.0635	7.3793545e-11	0.00843817	-0.00178338	0.00852019	-20.676
11.0665	7.381355499999999e-11	-0.00374795	-0.00739291	0.0085488	-126.924
11.0695	7.383356499999999e-11	-0.00121308	0.00850111	0.00853735	88.224
11.0725	7.3853575e-11	0.00851637	-0.00131417	0.00858504	-17.958
11.076	7.387692e-11	-0.00353052	-0.0076237	0.00860792	-126.24
11.079	7.389693e-11	-0.00632671	0.00648311	0.00873953	123.216
11.082	7.391694e-11	0.00791174	0.00317575	0.00870901	12.99
11.085	7.393695e-11	0.00111962	-0.00877768	0.00877577	-95.712
11.088	7.395695999999999e-11	-0.00855833	0.00258829	0.00876623	153.798
11.091	7.397697e-11	0.00451091	0.00746349	0.00888449	47.532
11.094	7.399697999999999e-11	0.00569347	-0.00716785	0.00895125	-62.358
11.097	7.401698999999999e-11	-0.00885588	0.00271989	0.00911719	156.0
11.1	7.4037e-11	0.00465587	0.00770953	0.00924307	47.664
11.103	7.405701e-11	0.00617412	-0.00724414	0.00924879	-60.648
11.106	7.407701999999999e-11	-0.0084973	-0.00304033	0.00927168	-169.848
11.109	7.409703e-11	-0.000579838	0.00930983	0.0093022	81.84
11.112	7.411704e-11	0.0090695	-0.00260355	0.00931555	-24.912
11.115	7.413704999999999e-11	-0.00510791	-0.00738338	0.00929838	-136.218
11.118	7.415706e-11	-0.00548366	0.00774005	0.00927168	116.706
11.121	7.417707e-11	0.00820166	0.00262643	0.00859457	8.538
11.124	7.419708e-11	0.000205995	-0.00808722	0.00811964	-101.352
11.1275	7.4220425e-11	-0.00430873	0.00662234	0.00774387	112.056
11.1305	7.424043499999999e-11	0.00738338	0.00225641	0.00779536	7.464
11.1335	7.426044499999999e-11	0.000488285	-0.00776675	0.00774959	-97.536
11.1365	7.4280455e-11	-0.00752833	0.00219537	0.00771716	157.038
11.1395	7.4300465e-11	0.00384904	0.00639156	0.00767329	47.556
11.1425	7.432047499999999e-11	0.00481036	-0.00628474	0.00765803	-64.38
11.1455	7.4340485e-11	-0.00701144	-0.00216676	0.00742725	-171.588
11.1485	7.4360495e-11	-0.000318529	0.00765803	0.00762752	82.2
11.1515	7.4380505e-11	0.0074406	-0.00213052	0.0075722	-25.194
11.1545	7.4400515e-11	-0.00383569	-0.00645831	0.00762752	-131.718
11.1575	7.4420525e-11	-0.00503924	0.00598148	0.00762179	119.214
11.1605	7.4440535e-11	0.00703815	0.00248338	0.00762179	12.264
11.1635	7.4460545e-11	0.000661854	-0.00767329	0.00764659	-96.966
11.1665	7.448055499999999e-11	-0.00747684	0.0019684	0.00763133	155.976
11.1695	7.4500565e-11	0.00702861	0.00246812	0.00759128	9.756
11.1725	7.4520575e-11	0.000564579	-0.00763705	0.00763133	-97.632
11.176	7.454392e-11	-0.0075188	0.0019436	0.00767902	156.522
11.179	7.456392999999999e-11	0.00371362	0.00642398	0.00770763	49.926
11.182	7.458394e-11	0.00525287	-0.00598148	0.00776294	-59.886
11.185	7.460395e-11	-0.00714687	-0.00238992	0.00769427	-170.742
11.188	7.462396e-11	-0.000774387	0.00764659	0.00766948	84.762
11.191	7.464397e-11	0.00755313	-0.00183869	0.00770381	-22.536
11.194	7.466398e-11	-0.00387003	-0.00620845	0.00754932	-133.83
11.197	7.468398999999998e-11	-0.00465587	0.00634387	0.00759128	114.768
11.2	7.470399999999999e-11	0.00722697	0.00222208	0.0077019	7.872
